project_id,observation_count,reporting_month,project_name,agency,project_code,ministry,sector,state,approval_date,original_completion_date,revised_completion_date,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct,source_file,source_page,extraction_timestamp
617413,12,2025-09,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1 Upgradation,Department of Telecommunications [DoT],617413,Department of Telecommunications,Telecommunication,"Multi-States (Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal)",04/2022,05/2025,11/2025,1884.6,,,,FlashReport_September_2025_page35_table1.csv,35,2026-08-28T21:13:53.756977
617413,12,2025-10,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1 Upgradation,Department of Telecommunications [DoT],617413,Department for Promotion of Industry & Internal Trade,Telecommunication,"Multi-States (Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal)",04/2022,05/2025,11/2025,1884.6,1884.6,100.0,67.0,FlashReport_October_2025_page69_table1.csv,69,2026-08-28T21:13:53.687072
617413,12,2025-11,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1 Upgradation,Department of Telecommunications [DoT],617413,,,"Multi-States (Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal)",04/2022,05/2025,03/2026,1884.6,1884.6,100.0,87.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.427043
701599,13,2025-07,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2,Department of Telecommunications [DoT],701599,Department for Promotion of Industry & Internal Trade,Telecommunication,"Multi-States (Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal)",09/2021,03/2023,,1577.57,1577.57,596.17,87.0,FlashReport_July_2025_page63_table1.csv,63,2026-08-28T21:13:50.874298
701599,13,2025-08,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2,Department of Telecommunications [DoT],701599,,,"Multi-States (Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal)",09/2021,03/2023,11/2025,1577.57,1577.57,598.31,87.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.735575
701599,13,2025-09,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2,Department of Telecommunications [DoT],701599,,,"Multi-States (Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal)",09/2021,03/2023,11/2025,1577.57,1577.57,600.04,87.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.953542
701599,13,2025-10,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2,Department of Telecommunications [DoT],701599,,,"Multi-States (Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal)",09/2021,03/2023,11/2025,1577.57,1577.57,600.6,87.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.689609
701599,13,2025-11,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2,Department of Telecommunications [DoT],701599,,,"Multi-States (Andhra Pradesh, Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal)",09/2021,03/2023,03/2026,1577.57,1577.57,628.29,87.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.427240
701602,13,2025-07,"Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra & Odisha",Department of Telecommunications [DoT],701602,Department for Promotion of Industry & Internal Trade,Telecommunication,"Multi-States (Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra, Odisha)",05/2022,11/2023,,3685.0,3685.0,1101.39,79.0,FlashReport_July_2025_page63_table1.csv,63,2026-08-28T21:13:50.874401
701602,13,2025-08,"Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra & Odisha",Department of Telecommunications [DoT],701602,,,"Multi-States (Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra, Odisha)",11/2021,11/2023,11/2025,3685.0,3685.0,1101.44,79.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.735794
701602,13,2025-09,"Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra & Odisha",Department of Telecommunications [DoT],701602,,,"Multi-States (Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra, Odisha)",11/2021,11/2023,11/2025,3685.0,3685.0,1135.28,80.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.953750
701602,13,2025-10,"Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra & Odisha",Department of Telecommunications [DoT],701602,,,"Multi-States (Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra, Odisha)",11/2021,11/2023,11/2025,3685.0,3685.0,1135.28,81.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.689771
701602,13,2025-11,"Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra & Odisha",Department of Telecommunications [DoT],701602,,,"Multi-States (Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra, Odisha)",11/2021,11/2023,05/2026,3685.0,3685.0,1203.48,82.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.427382
701597,26,2025-07,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2 Districts of Assam,Department of Telecommunications [DoT],701597,Department of Telecommunications,Telecommunication,"Multi-States (Assam, Arunachal Pradesh)",10/2021,04/2023,,1255.49,1255.49,284.04,89.0,FlashReport_July_2025_page35_table1.csv,35,2026-08-28T21:13:50.691122
701597,26,2025-07,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2 Districts of Assam,Department of Telecommunications [DoT],701597,Department for Promotion of Industry & Internal Trade,Telecommunication,"Multi-States (Arunachal Pradesh, Assam)",10/2021,04/2023,,1255.49,1255.49,284.04,89.0,FlashReport_July_2025_page63_table1.csv,63,2026-08-28T21:13:50.874488
701597,26,2025-08,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2 Districts of Assam,Department of Telecommunications [DoT],701597,Department of Telecommunications,Telecommunication,"Multi-States (Arunachal Pradesh, Assam)",12/2020,04/2023,09/2025,1255.49,1255.49,284.04,89.0,FlashReport_August_2025_page35_table1.csv,35,2026-08-28T21:13:48.522815
701597,26,2025-09,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2 Districts of Assam,Department of Telecommunications,701597,Department of Telecommunications,Telecommunication,"Multi-States (Arunachal Pradesh, Assam)",12/2020,04/2023,09/2025,1255.49,1255.49,284.04,91.0,FlashReport_September_2025_page40_table1.csv,40,2026-08-28T21:13:53.788788
701597,26,2025-10,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2 Districts of Assam,Department of Telecommunications,701597,Ministry of Railways,Telecommunication,"Multi-States (Arunachal Pradesh, Assam)",12/2020,04/2023,03/2026,1255.49,1255.49,284.04,91.0,FlashReport_October_2025_page40_table1.csv,40,2026-08-28T21:13:53.513761
701597,26,2025-11,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2 Districts of Assam,Department of Telecommunications,701597,Ministry of Labour and Employment,Telecommunication,"Multi-States (Arunachal Pradesh, Assam)",12/2020,04/2023,03/2026,1255.49,1255.49,284.04,92.0,FlashReport_November_2025_page40_table1.csv,40,2026-08-28T21:13:53.225566
704495,13,2025-07,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha and Uttar Pradesh",Department of Telecommunications [DoT],704495,Department for Promotion of Industry & Internal Trade,Telecommunication,"Multi-States (Bihar, Madhya Pradesh, Rajasthan, Uttar Pradesh)",03/2021,03/2022,,421.65,228.94,126.45,96.0,FlashReport_July_2025_page63_table1.csv,63,2026-08-28T21:13:50.874688
704495,13,2025-08,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha and Uttar Pradesh",Department of Telecommunications [DoT],704495,,,"Multi-States (Bihar, Madhya Pradesh, Rajasthan, Uttar Pradesh)",03/2021,03/2022,12/2025,421.65,228.94,134.08,96.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.736291
704495,13,2025-09,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha and Uttar Pradesh",Department of Telecommunications [DoT],704495,,,"Multi-States (Bihar, Madhya Pradesh, Rajasthan, Uttar Pradesh)",03/2021,03/2022,12/2025,421.65,228.94,134.51,96.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.954274
704495,13,2025-10,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha and Uttar Pradesh",Department of Telecommunications [DoT],704495,,,"Multi-States (Bihar, Madhya Pradesh, Rajasthan, Uttar Pradesh)",03/2021,03/2022,12/2025,421.65,228.94,142.01,96.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.690111
704495,13,2025-11,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha and Uttar Pradesh",Department of Telecommunications [DoT],704495,,,"Multi-States (Bihar, Madhya Pradesh, Rajasthan, Uttar Pradesh)",03/2021,03/2022,12/2025,421.65,228.94,142.01,97.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.427673
400013,13,2025-08,Saturation 4G mobile coverage of Uncovered Villages through USOF,Department of Telecommunications [DoT],400013,,,PAN India,07/2022,06/2024,03/2026,26316.0,30620.0,9791.8,73.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.736592
400013,13,2025-09,Saturation 4G mobile coverage of Uncovered Villages through USOF,Department of Telecommunications [DoT],400013,,,PAN India,07/2022,06/2024,03/2026,26316.0,30620.0,9791.8,75.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.954603
400013,13,2025-10,Saturation 4G mobile coverage of Uncovered Villages through USOF,Department of Telecommunications [DoT],400013,,,PAN India,07/2022,06/2024,03/2026,26316.0,30620.0,9791.8,76.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.690437
400013,13,2025-11,Saturation 4G mobile coverage of Uncovered Villages through USOF,Department of Telecommunications [DoT],400013,,,PAN India,07/2022,06/2024,03/2026,26316.0,30620.0,9791.8,78.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.427873
701593,12,2025-08,4G Services by BSNL,Department of Telecommunications [DoT],701593,,,PAN India,11/2020,03/2024,03/2026,28466.0,19592.0,8390.32,96.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.736730
701593,12,2025-09,4G Services by BSNL,Department of Telecommunications [DoT],701593,,,PAN India,11/2020,03/2024,03/2026,28466.0,19592.0,8419.04,96.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.954734
701593,12,2025-10,4G Services by BSNL,Department of Telecommunications [DoT],701593,,,PAN India,11/2020,03/2024,03/2026,28466.0,19592.0,8419.04,96.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.690574
701593,12,2025-11,4G Services by BSNL,Department of Telecommunications [DoT],701593,,,PAN India,11/2020,03/2024,03/2026,28466.0,19592.0,8471.19,97.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.427947
706775,14,2025-08,BharatNet,Department of Telecommunications [DoT],706775,,,PAN India,07/2017,08/2023,03/2027,61109.0,188000.0,41486.14,81.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.736858
706775,14,2025-09,BharatNet,Department of Telecommunications [DoT],706775,,,PAN India,07/2017,08/2023,03/2027,61109.0,188000.0,41486.14,81.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.954862
706775,14,2025-10,BharatNet,Department of Telecommunications [DoT],706775,,,PAN India,07/2017,08/2023,03/2027,61109.0,188000.0,46431.54,81.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.690710
706775,14,2025-11,BharatNet,Department of Telecommunications [DoT],706775,,,PAN India,07/2017,08/2023,03/2027,61109.0,188000.0,46431.54,81.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.428021
709856,14,2025-08,MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL ALONG WITH TEST AND MEASURING EQUIPMENT,BSNL,709856,,,PAN India,05/2023,08/2024,10/2025,645.13,645.13,364.34,91.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.737087
709856,14,2025-09,MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL ALONG WITH TEST AND MEASURING EQUIPMENT,BSNL,709856,,,PAN India,05/2023,08/2024,10/2025,645.13,645.13,376.72,92.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.954999
709856,14,2025-10,MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL ALONG WITH TEST AND MEASURING EQUIPMENT,BSNL,709856,,,PAN India,05/2023,08/2024,10/2025,645.13,645.13,377.27,92.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.690875
709856,14,2025-11,MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL ALONG WITH TEST AND MEASURING EQUIPMENT,BSNL,709856,,,PAN India,05/2023,08/2024,11/2025,645.13,645.13,377.59,92.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.428103
709857,12,2025-08,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration & Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.",BSNL,709857,,,PAN India,06/2023,06/2025,03/2026,24544.55,24544.5,8391.17,96.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.737313
709857,12,2025-09,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration & Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.",BSNL,709857,,,PAN India,05/2023,06/2025,03/2026,24544.55,24544.5,8419.89,96.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.955162
709857,12,2025-10,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration & Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.",BSNL,709857,,,PAN India,05/2023,06/2025,03/2026,24544.55,24544.5,8448.06,97.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.691086
709857,12,2025-11,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration & Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.",BSNL,709857,,,PAN India,05/2023,06/2025,03/2026,24544.55,24544.5,8472.04,97.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.428208
616600,12,2025-08,Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616600,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,10/2017,02/2025,12/2025,413.29,413.29,126.67,97.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.737702
616600,12,2025-09,Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616600,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,10/2017,02/2025,12/2025,413.29,413.29,126.67,97.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.955529
616600,12,2025-10,Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616600,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,10/2017,02/2025,12/2025,413.29,413.29,126.67,97.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.691492
616600,12,2025-11,Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616600,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,10/2017,02/2025,12/2025,413.29,413.29,126.67,97.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.428524
616611,12,2025-08,Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616611,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,08/2017,12/2025,,824.0,824.0,396.71,56.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.737871
616611,12,2025-09,Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616611,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,08/2017,12/2025,,824.0,824.0,396.71,56.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.955703
616611,12,2025-10,Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616611,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,08/2017,12/2025,,824.0,824.0,396.71,56.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.691668
616611,12,2025-11,Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616611,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,08/2017,12/2025,,824.0,824.0,396.71,56.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.428623
616612,12,2025-08,Sewage Treatment Plant 50MLD and Sewerage Network 150 km in Kankarbagh- Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616612,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,08/2017,12/2025,,578.89,578.89,171.79,54.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.738083
616612,12,2025-09,Sewage Treatment Plant 50MLD and Sewerage Network 150 km in Kankarbagh- Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616612,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,08/2017,12/2025,,578.89,578.89,171.79,54.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.955864
616612,12,2025-10,Sewage Treatment Plant 50MLD and Sewerage Network 150 km in Kankarbagh- Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616612,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,08/2017,12/2025,,578.89,578.89,171.79,54.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.691850
616612,12,2025-11,Sewage Treatment Plant 50MLD and Sewerage Network 150 km in Kankarbagh- Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,616612,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,08/2017,12/2025,,578.89,578.89,171.79,54.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.428714
616615,12,2025-08,"Sewer Network, SPS and STP at Begusarai",National Mission for Clean Ganga,616615,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,03/2010,04/2025,12/2025,230.06,230.06,261.82,97.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.738223
616615,12,2025-09,"Sewer Network, SPS and STP at Begusarai",National Mission for Clean Ganga,616615,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,03/2010,04/2025,12/2025,230.06,230.06,261.82,97.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.956005
616615,12,2025-10,"Sewer Network, SPS and STP at Begusarai",National Mission for Clean Ganga,616615,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,03/2010,04/2025,12/2025,230.06,230.06,261.82,97.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.691982
616615,12,2025-11,"Sewer Network, SPS and STP at Begusarai",National Mission for Clean Ganga,616615,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,03/2010,04/2025,12/2025,230.06,230.06,261.82,97.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.428789
616616,12,2025-08,"Sewer Networks, SPS and STP at Hajipur",National Mission for Clean Ganga,616616,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,03/2010,06/2025,12/2025,305.19,305.19,346.46,95.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.738360
616616,12,2025-09,"Sewer Networks, SPS and STP at Hajipur",National Mission for Clean Ganga,616616,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,03/2010,06/2025,12/2025,305.19,305.19,346.46,95.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.956149
616616,12,2025-10,"Sewer Networks, SPS and STP at Hajipur",National Mission for Clean Ganga,616616,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,03/2010,06/2025,12/2025,305.19,305.19,346.46,95.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.692119
616616,12,2025-11,"Sewer Networks, SPS and STP at Hajipur",National Mission for Clean Ganga,616616,"Department of Water Resources, River Development & GR",Waste & Water,Bihar,03/2010,06/2025,12/2025,305.19,305.19,346.46,95.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.428867
616594,12,2025-08,Interception & Diversion with Rehabilitation of sewerage scheme at Agra under Hybrid annuity based PPP model-Namami Gange Programme,National Mission for Clean Ganga,616594,"Department of Water Resources, River Development & GR",Waste & Water,Uttar Pradesh,05/2020,04/2025,12/2025,842.25,842.25,208.64,73.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.738528
616594,12,2025-09,Interception & Diversion with Rehabilitation of sewerage scheme at Agra under Hybrid annuity based PPP model-Namami Gange Programme,National Mission for Clean Ganga,616594,"Department of Water Resources, River Development & GR",Waste & Water,Uttar Pradesh,05/2020,04/2025,12/2025,842.25,842.25,208.64,73.0,FlashReport_September_2025_page69_table1.csv,69,2026-08-28T21:13:53.956311
616594,12,2025-10,Interception & Diversion with Rehabilitation of sewerage scheme at Agra under Hybrid annuity based PPP model-Namami Gange Programme,National Mission for Clean Ganga,616594,"Department of Water Resources, River Development & GR",Waste & Water,Uttar Pradesh,05/2020,04/2025,12/2025,842.25,842.25,208.64,75.0,FlashReport_October_2025_page70_table1.csv,70,2026-08-28T21:13:53.692275
616594,12,2025-11,Interception & Diversion with Rehabilitation of sewerage scheme at Agra under Hybrid annuity based PPP model-Namami Gange Programme,National Mission for Clean Ganga,616594,"Department of Water Resources, River Development & GR",Waste & Water,Uttar Pradesh,05/2020,04/2025,12/2025,842.25,842.25,208.64,77.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.428957
